Wavelength (nm),u',Wavelength (nm),g',Wavelength (nm),r',Wavelength (nm),i',Wavelength (nm),z_s,Wavelength (nm),Y,Wavelength (nm),z'
511,0.000342447,511,97.8033905,511,0.000966967,511,2.66E-05,511,0.000367832,511,0.000841278,647.5,-0.024573328
512,0.000367598,512,98.14304352,512,0.001480348,512,-3.97E-05,512,0.00070714,512,0.000288269,647.3200073,-0.024111662
513,0.000483437,513,98.52141571,513,0.002201561,513,-6.07E-05,513,0.000359604,513,0.000180226,647.1400146,-0.023781041
514,0.000699572,514,98.43719482,514,0.002950823,514,-7.36E-05,514,6.58E-05,514,0.000129268,646.960022,-0.023474807
515,0.001382538,515,98.48075867,515,0.00314923,515,-8.36E-05,515,4.63E-05,515,0.000250278,646.7800293,-0.023147406
516,0.002712023,516,98.49549866,516,0.002610382,516,-7.58E-05,516,5.16E-05,516,0.000418316,646.5999756,-0.023204517
517,0.00374851,517,98.55813599,517,0.001803717,517,-4.04E-05,517,0.00011443,517,0.00066159,646.4199829,-0.022336181
518,0.003090248,518,98.30299377,518,0.001295909,518,7.33E-05,518,0.000290288,518,0.00087985,646.2399902,-0.021887016
519,0.00288767,519,98.10578156,519,0.001298166,519,0.001101342,519,0.000880047,519,0.001393287,646.0599976,-0.021013124
520,0.003468401,520,98.41734314,520,0.002095985,520,0.001381765,520,0.004591832,520,0.002998234,645.8800049,-0.020121155
521,0.005149156,521,98.20827484,521,0.004755443,521,0.00083728,521,0.002830574,521,0.005328408,645.7000122,-0.019155163
522,0.005992692,522,97.66001892,522,0.005016184,522,0.002050793,522,0.000378432,522,0.005797905,645.5200195,-0.018197082
523,0.004375635,523,97.5344162,523,0.002098691,523,0.004675689,523,9.99E-05,523,0.003997226,645.3400269,-0.016257156
524,0.002761458,524,98.12927246,524,0.001182118,524,0.001917853,524,3.08E-05,524,0.00226494,645.1599731,-0.013407843
525,0.001893698,525,98.4654007,525,0.001230842,525,0.00049028,525,5.11E-05,525,0.001731001,644.9799805,-0.010874139
526,0.001232471,526,97.9576416,526,0.001932213,526,0.000368423,526,0.000102607,526,0.002539935,644.7999878,-0.006659747
527,0.000817629,527,97.40709686,527,0.002871059,527,0.00054336,527,0.000310577,527,0.004424741,644.6199951,-0.001114318
528,0.000486102,528,97.79019165,528,0.002526568,528,0.000599519,528,0.001216277,528,0.003299835,644.4400024,0.004749794
529,0.000313402,529,98.13008881,529,0.001703758,529,0.000232755,529,0.001366194,529,0.001522689,644.2600098,0.013072294
530,0.000258626,530,97.84677887,530,0.001706648,530,4.35E-05,530,0.000527094,530,0.001402694,644.0800171,0.020527683
531,0.000254729,531,97.60794067,531,0.002876227,531,-5.14E-06,531,0.000310084,531,0.001903945,643.9000244,0.026462905
532,0.000331582,532,98.09299469,532,0.006392915,532,-4.59E-06,532,0.000436576,532,0.001178282,643.7200317,0.028348923
533,0.000565217,533,98.24993134,533,0.005911325,533,0.000129743,533,0.001727769,533,0.000382058,643.539978,0.026593907
534,0.001061176,534,97.89189148,534,0.0023804,534,0.000379119,534,0.004868882,534,0.000187918,643.3599854,0.022056771
535,0.001445296,535,97.69880676,535,0.001238053,535,0.000632978,535,0.002673833,535,0.00017455,643.1799927,0.01456596
536,0.001150639,536,98.26124573,536,0.001161644,536,0.000410493,536,0.000986233,536,0.000197515,643,0.008506306
537,0.000717067,537,98.02830505,537,0.001838442,537,0.000344827,537,0.000779185,537,0.000442536,642.8200073,0.002089684
538,0.0005429,538,97.13528442,538,0.002359532,538,0.000556946,538,0.001154492,538,0.002408886,642.6400146,-0.002880094
539,0.000530665,539,96.90276337,539,0.000998669,539,0.0017398,539,0.002146023,539,0.004494823,642.460022,-0.007358946
540,0.00056373,540,97.93894196,540,0.000283229,540,0.003959227,540,0.003525053,540,0.001376851,642.2800293,-0.010124071
541,0.000756361,541,98.31536102,541,0.000145418,541,0.004054387,541,0.003293958,541,0.000504499,642.0999756,-0.01250527
542,0.001007403,542,97.99890137,542,9.56E-05,542,0.004395301,542,0.002328331,542,0.000349407,641.9199829,-0.014892319
543,0.001225006,543,97.83922577,543,6.22E-05,543,0.005223026,543,0.001658383,543,0.000299611,641.7399902,-0.01661353
544,0.001270629,544,97.90141296,544,8.25E-05,544,0.002687956,544,0.001336292,544,0.000402676,641.5599976,-0.017762357
545,0.001138627,545,97.35116577,545,0.000103704,545,0.001013555,545,0.001433674,545,0.000860906,641.3800049,-0.018831622
546,0.000860406,546,96.38427734,546,0.000126236,546,0.000624367,546,0.001712157,546,0.003949797,641.2000122,-0.019403148
547,0.00066483,547,84.37091827,547,0.000320834,547,0.000591634,547,0.001935676,547,0.003547348,641.0200195,-0.020082997
548,0.000539267,548,37.6278801,548,0.000945842,548,0.000831339,548,0.002262976,548,0.000647909,640.8400269,-0.020656399
549,0.000519712,549,8.064941406,549,0.001231275,549,0.000804028,549,0.00293996,549,0.00024186,640.6599731,-0.021181691
550,0.000751044,550,1.788478732,550,0.000650598,550,0.000427322,550,0.004067944,550,0.000210661,640.4799805,-0.021429511
551,0.001571745,551,0.380061835,551,0.000375929,551,0.00022028,551,0.005095672,551,0.000199353,640.2999878,-0.021894425
552,0.004269657,552,0.105367638,552,0.000327652,552,9.42E-05,552,0.005972344,552,0.000276001,640.1199951,-0.02190272
553,0.003554461,553,0.037682712,553,0.000355252,553,6.12E-05,553,0.008897497,553,0.000470287,639.9400024,-0.022051919
554,0.000814395,554,0.016126486,554,0.000505199,554,4.89E-05,554,0.008988204,554,0.000981172,639.7600098,-0.023035474
555,0.000214117,555,0.008324926,555,0.000804842,555,7.16E-05,555,0.002814072,555,0.002263613,639.5800171,-0.022827193
556,8.32E-05,556,0.005043945,556,0.001571882,556,0.000145629,556,0.00066017,556,0.00442439,639.4000244,-0.023021273
557,2.24E-05,557,0.003528317,557,0.003879361,557,0.000487218,557,0.000271192,557,0.004877893,639.2200317,-0.022859961
558,1.59E-05,558,0.002670231,558,0.012183812,558,0.002296831,558,0.000211371,558,0.003524484,639.039978,-0.022678534
559,8.04E-06,559,0.00218389,559,0.05265826,559,0.011771852,559,0.000137175,559,0.002471624,638.8599854,-0.023133393
560,-1.89E-05,560,0.0018348,560,0.359728128,560,0.0132795,560,0.000233273,560,0.002243535,638.6799927,-0.023217408
561,-4.12E-05,561,0.00138403,561,5.169440269,561,0.007297047,561,0.000562568,561,0.002527612,638.5,-0.023119595
562,6.98E-06,562,0.00117095,562,43.48199844,562,0.005678118,562,0.001709247,562,0.003403928,638.3200073,-0.023327474
563,-4.03E-06,563,0.000884456,563,75.71382141,563,0.003589303,563,0.002743163,563,0.004947785,638.1400146,-0.023460349
564,-1.83E-05,564,0.000696053,564,87.77768707,564,0.00186386,564,0.001926903,564,0.005136952,637.960022,-0.023012936
565,-2.04E-05,565,0.000635327,565,94.95722198,565,0.00117991,565,0.001435333,565,0.003049715,637.7800293,-0.023588544
566,-3.46E-06,566,0.000675987,566,94.41452026,566,0.001057358,566,0.001789754,566,0.001350242,637.5999756,-0.023629535
567,2.26E-05,567,0.000735659,567,97.72411346,567,0.001391739,567,0.003391214,567,0.000750018,637.4199829,-0.023991235
568,2.06E-05,568,0.00093813,568,97.93287659,568,0.002261848,568,0.005479105,568,0.000606884,637.2399902,-0.023623878
569,5.89E-05,569,0.001301807,569,96.89985657,569,0.003141976,569,0.004870304,569,0.000655979,637.0599976,-0.023753399
570,8.81E-05,570,0.002198409,570,98.07182312,570,0.00267634,570,0.003703213,570,0.001223693,636.8800049,-0.023432367
571,0.000221816,571,0.003726393,571,99.03689575,571,0.001689409,571,0.003597956,571,0.003574701,636.7000122,-0.023538463
572,0.00048041,572,0.005599881,572,98.38142395,572,0.001301093,572,0.004493321,572,0.004591516,636.5200195,-0.023970023
573,0.000883896,573,0.007110381,573,98.19345093,573,0.001190572,573,0.005287097,573,0.001985113,636.3400269,-0.023728088
574,0.000989094,574,0.006651299,574,98.94503784,574,0.001488587,574,0.005187461,574,0.001100513,636.1599731,-0.023743367
575,0.001025169,575,0.005269838,575,98.98072052,575,0.002141319,575,0.004996188,575,0.001031855,635.9799805,-0.023649596
576,0.001051083,576,0.004153441,576,98.42184448,576,0.003275476,576,0.005075168,576,0.001387661,635.7999878,-0.023938227
577,0.001087525,577,0.003286709,577,98.55031586,577,0.004843588,577,0.004496132,577,0.001221739,635.6199951,-0.023949429
578,0.001293296,578,0.002967612,578,99.03908539,578,0.0058866,578,0.003966656,578,0.000748775,635.4400024,-0.023721775
579,0.001568219,579,0.002980463,579,98.88694,579,0.005439543,579,0.003679514,579,0.000424638,635.2600098,-0.023688572
580,0.002002661,580,0.003403567,580,98.32284546,580,0.004249337,580,0.002838321,580,0.000369313,635.0800171,-0.024110507
581,0.002648135,581,0.003415714,581,98.30001831,581,0.00323857,581,0.001412952,581,0.000395295,634.9000244,-0.023846822
582,0.003422186,582,0.003199559,582,99.04330444,582,0.00282856,582,0.000590225,582,0.000796238,634.7200317,-0.02402032
583,0.004422845,583,0.002787254,583,99.19332886,583,0.002700567,583,0.000270565,583,0.002019526,634.539978,-0.024172915
584,0.004288565,584,0.002414358,584,98.6014328,584,0.002719438,584,0.000137813,584,0.002030515,634.3599854,-0.023701364
585,0.003032776,585,0.002543925,585,98.04180908,585,0.002604477,585,0.000121399,585,0.000891082,634.1799927,-0.024310797
586,0.001822667,586,0.003109479,586,98.32487488,586,0.002327572,586,8.91E-05,586,0.000516195,634,-0.023814345
587,0.001225024,587,0.004430217,587,98.97927094,587,0.001952783,587,6.14E-05,587,0.000427673,633.8200073,-0.023932364
588,0.00103344,588,0.006281783,588,99.1763382,588,0.001827791,588,4.09E-05,588,0.000580432,633.6400146,-0.023851108
589,0.000966951,589,0.006951272,589,98.84062958,589,0.001810811,589,-3.33E-05,589,0.001169525,633.460022,-0.024140665
590,0.001170354,590,0.006148378,590,98.58420563,590,0.002092223,590,-5.62E-05,590,0.003075265,633.2800293,-0.023877686
591,0.001921292,591,0.005671382,591,98.91894531,591,0.002499322,591,-2.69E-05,591,0.004724652,633.0999756,-0.023699876
592,0.00401018,592,0.005587732,592,99.14821625,592,0.002418822,592,-8.09E-05,592,0.003316047,632.9199829,-0.023981197
593,0.008137699,593,0.005792328,593,98.82538605,593,0.0020935,593,-7.17E-05,593,0.002227194,632.7399902,-0.023833532
594,0.006775368,594,0.004506197,594,98.24421692,594,0.001979626,594,-1.33E-05,594,0.001901055,632.5599976,-0.023770723
595,0.002883119,595,0.002903453,595,98.00636292,595,0.001987403,595,-1.54E-05,595,0.001532196,632.3800049,-0.023601137
596,0.001355012,596,0.00173892,596,98.5214386,596,0.002219076,596,0.000104229,596,0.001053822,632.2000122,-0.023862051
597,0.000870528,597,0.001206234,597,99.10295105,597,0.002256695,597,0.000868511,597,0.000771375,632.0200195,-0.023837538
598,0.000587205,598,0.001052373,598,99.18257141,598,0.001796034,598,0.001514632,598,0.000633334,631.8400269,-0.023862198
599,0.000454127,599,0.000987086,599,98.70903015,599,0.001283197,599,0.000564814,599,0.000628857,631.6599731,-0.023633847
600,0.000403338,600,0.001095609,600,98.32737732,600,0.000941112,600,0.000220485,600,0.000695682,631.4799805,-0.023588764
601,0.00030683,601,0.001299478,601,98.51360321,601,0.00083225,601,0.000142382,601,0.000993791,631.2999878,-0.023924656
602,0.000218647,602,0.001748171,602,98.92106628,602,0.0009517,602,0.000178697,602,0.001338803,631.1199951,-0.023526469
603,0.000158258,603,0.00225234,603,99.08944702,603,0.001269638,603,0.000227726,603,0.001660073,630.9400024,-0.023441566
604,0.000116676,604,0.002839839,604,98.90678406,604,0.002079166,604,0.000331306,604,0.001974593,630.7600098,-0.023485795
605,6.28E-05,605,0.003291211,605,98.6780014,605,0.003751363,605,0.000427636,605,0.002424018,630.5800171,-0.023279248
606,7.45E-05,606,0.003473671,606,98.76059723,606,0.006302631,606,0.000667868,606,0.003302146,630.4000244,-0.02323343
607,5.37E-05,607,0.003500116,607,99.10269928,607,0.007442183,607,0.001071335,607,0.003511077,630.2200317,-0.023222165
608,9.33E-05,608,0.003306649,608,99.12701416,608,0.006135,608,0.001213265,608,0.002702826,630.039978,-0.022969993
609,0.000123079,609,0.003148266,609,98.87391663,609,0.00426217,609,0.000764241,609,0.001830115,629.8599854,-0.023182007
610,0.000176541,610,0.003392145,610,98.48500824,610,0.002818502,610,0.000358516,610,0.001590042,629.6799927,-0.02351974
611,0.000300187,611,0.00385391,611,98.55301666,611,0.001997714,611,0.000191377,611,0.001900869,629.5,-0.02329764
612,0.000499539,612,0.004241814,612,98.89694977,612,0.00163756,612,0.000161273,612,0.003007863,629.3200073,-0.023060013
613,0.000810839,613,0.003764201,613,99.19451141,613,0.001558784,613,0.00016315,613,0.004050704,629.1400146,-0.023371439
614,0.001391031,614,0.002635396,614,99.13524628,614,0.001704667,614,0.000207052,614,0.002966693,628.960022,-0.022694249
615,0.00206281,615,0.001632107,615,98.6448822,615,0.002201006,615,0.000416498,615,0.001428008,628.7800293,-0.022818424
616,0.002785298,616,0.001172435,616,98.47991943,616,0.002852488,616,0.001140837,616,0.000873937,628.5999756,-0.022748265
617,0.003550307,617,0.000970765,617,98.67800903,617,0.003204676,617,0.004348715,617,0.000704072,628.4199829,-0.022796936
618,0.004383355,618,0.001007392,618,99.04411316,618,0.003104559,618,0.004994604,618,0.000787371,628.2399902,-0.022802487
619,0.005177228,619,0.001145741,619,99.22570801,619,0.00294886,619,0.001368959,619,0.001017651,628.0599976,-0.022292819
620,0.00535735,620,0.001707626,620,99.02042389,620,0.003102887,620,0.000458189,620,0.001690529,627.8800049,-0.022515588
621,0.004695565,621,0.002844773,621,98.56600952,621,0.003758771,621,0.000172248,621,0.00253886,627.7000122,-0.022093104
622,0.003754199,622,0.004856577,622,98.53716278,622,0.00470665,622,9.06E-05,622,0.00287268,627.5200195,-0.021501295
623,0.003041573,623,0.005721997,623,98.77058411,623,0.004821218,623,6.54E-05,623,0.002558814,627.3400269,-0.021613229
624,0.002700271,624,0.00458143,624,99.09088898,624,0.003762053,624,4.52E-05,624,0.002681971,627.1599731,-0.020733334
625,0.002608641,625,0.003310882,625,99.23239136,625,0.002729726,625,3.70E-05,625,0.004024894,626.9799805,-0.021232571
626,0.002633061,626,0.002360035,626,99.06481171,626,0.002362062,626,1.59E-05,626,0.007391409,626.7999878,-0.021005055
627,0.002603924,627,0.001745359,627,98.92917633,627,0.002564609,627,8.73E-05,627,0.00806868,626.6199951,-0.020357309
628,0.002333651,628,0.001279468,628,98.902771,628,0.003520781,628,0.000158132,628,0.004095362,626.4400024,-0.019835899
629,0.001959347,629,0.000917914,629,99.0449295,629,0.005681298,629,0.000396048,629,0.002184408,626.2600098,-0.019598067
630,0.001623773,630,0.000681344,630,99.10512543,630,0.00823333,630,0.001041441,630,0.001814657,626.0800171,-0.019527745
631,0.001288335,631,0.000539363,631,99.04370117,631,0.007404677,631,0.00206353,631,0.002114999,625.9000244,-0.018740516
632,0.001080908,632,0.000504598,632,98.93512726,632,0.004941858,632,0.002418889,632,0.003531841,625.7200317,-0.018475212
633,0.001004723,633,0.00057421,633,98.93680573,633,0.003422553,633,0.002274761,633,0.004133482,625.539978,-0.017433381
634,0.000986868,634,0.000660077,634,99.14821625,634,0.00303736,634,0.002383807,634,0.002087514,625.3599854,-0.016743517
635,0.000965669,635,0.000848088,635,99.36849213,635,0.003216155,635,0.003269136,635,0.000866376,625.1799927,-0.016312813
636,0.001011657,636,0.001311717,636,99.21846771,636,0.003604015,636,0.004309359,636,0.000517997,625,-0.015791023
637,0.000955103,637,0.002149958,637,98.88963318,637,0.003710033,637,0.003621935,637,0.000399065,624.8200073,-0.015321897
638,0.000809665,638,0.003520574,638,98.52322388,638,0.00347382,638,0.002412368,638,0.000402141,624.6400146,-0.014952553
639,0.000680785,639,0.004418036,639,98.36089325,639,0.003057174,639,0.001894928,639,0.000499289,624.460022,-0.014865563
640,0.000580539,640,0.003973437,640,98.7413559,640,0.002698623,640,0.001924793,640,0.000767109,624.2800293,-0.01418194
641,0.000459151,641,0.00256761,641,99.09803772,641,0.002620874,641,0.002718854,641,0.0017188,624.0999756,-0.014114434
642,0.000417866,642,0.001624017,642,99.21816254,642,0.002688716,642,0.003805351,642,0.004187031,623.9199829,-0.013951831
643,0.000407952,643,0.000948854,643,99.05887604,643,0.002683707,643,0.003221057,643,0.006443891,623.7399902,-0.013973223
644,0.000428618,644,0.000657848,644,98.6628418,644,0.002564069,644,0.001627413,644,0.005401773,623.5599976,-0.014706877
645,0.000496478,645,0.000480986,645,98.54911804,645,0.00229219,645,0.000862654,645,0.004357185,623.3800049,-0.014686554
646,0.000632242,646,0.000379107,646,98.86107635,646,0.002226274,646,0.000587715,646,0.003159882,623.2000122,-0.015321216
647,0.000744005,647,0.000280597,647,99.16619873,647,0.002326248,647,0.000490703,647,0.001608612,623.0200195,-0.015736828
648,0.000846565,648,0.000217363,648,99.13957977,648,0.002680927,648,0.000614786,648,0.000748845,622.8400269,-0.016330097
649,0.000981969,649,0.000149447,649,98.80326843,649,0.002989008,649,0.000921894,649,0.000365956,622.6599731,-0.016871536
650,0.001074058,650,0.000114431,650,98.5069809,650,0.002637591,650,0.001930823,650,0.000260764,622.4799805,-0.017813371
651,0.001163286,651,8.27E-05,651,98.53669739,651,0.001749628,651,0.004253879,651,0.000238472,622.2999878,-0.018051742
652,0.001300327,652,5.95E-05,652,98.73828888,652,0.001100312,652,0.005487691,652,0.000250333,622.1199951,-0.018358899
653,0.001436411,653,5.11E-05,653,99.07658386,653,0.000704457,653,0.003508901,653,0.000386359,621.9400024,-0.019603353
654,0.001661184,654,4.42E-05,654,99.19706726,654,0.000551283,654,0.00230266,654,0.001025082,621.7600098,-0.019521115
655,0.001939144,655,5.86E-05,655,98.8915863,655,0.000466569,655,0.002181046,655,0.002561606,621.5800171,-0.020403538
656,0.001817222,656,4.26E-05,656,98.52960205,656,0.00045248,656,0.002977117,656,0.0014312,621.4000244,-0.020346312
657,0.001481059,657,4.41E-05,657,98.52689362,657,0.000574765,657,0.005154855,657,0.000388063,621.2200317,-0.020988209
658,0.000990349,658,6.45E-05,658,98.7489624,658,0.000831725,658,0.006729295,658,0.000186216,621.039978,-0.021079479
659,0.000637276,659,6.32E-05,659,99.10110474,659,0.001454512,659,0.004241407,659,0.000109695,620.8599854,-0.022167383
660,0.00044924,660,8.33E-05,660,99.2813797,660,0.00331869,660,0.001895169,660,0.000106148,620.6799927,-0.022127217
661,0.000341266,661,9.05E-05,661,99.16905212,661,0.007337334,661,0.000977441,661,0.000103389,620.5,-0.021957643
662,0.000252861,662,0.000104874,662,98.86405945,662,0.007473062,662,0.000613863,662,0.000119738,620.3200073,-0.022664391
663,0.000238197,663,8.15E-05,663,98.79079437,663,0.003923587,663,0.000386774,663,0.000212686,620.1400146,-0.022651983
664,0.000220511,664,8.12E-05,664,98.94224548,664,0.002160499,664,0.000271711,664,0.000474569,619.960022,-0.022899054
665,0.000238795,665,9.12E-05,665,99.18956757,665,0.001540612,665,0.000165057,665,0.00170224,619.7800293,-0.023389306
666,0.000292658,666,0.000119167,666,99.06787109,666,0.001308312,666,0.000132335,666,0.004871198,619.5999756,-0.023184001
667,0.000377742,667,0.000150824,667,98.7440567,667,0.001252321,667,9.55E-05,667,0.00371024,619.4199829,-0.023821909
668,0.000443434,668,0.000155426,668,98.3613205,668,0.001284645,668,8.24E-05,668,0.0017709,619.2399902,-0.02356666
669,0.000564523,669,0.000179492,669,98.34877014,669,0.001352538,669,5.97E-05,669,0.001427127,619.0599976,-0.024034411
670,0.000714466,670,0.000289607,670,98.76467133,670,0.001443958,670,0.000135534,670,0.002058084,618.8800049,-0.023876272
671,0.000820508,671,0.000425496,671,99.11950684,671,0.001515799,671,0.000206692,671,0.00416886,618.7000122,-0.024361912
672,0.000853844,672,0.000533069,672,99.14402008,672,0.001511046,672,0.000443094,672,0.005260771,618.5200195,-0.024079492
673,0.000869785,673,0.000654027,673,98.91062164,673,0.001560052,673,0.001145016,673,0.002677137,618.3400269,-0.02447856
674,0.000872124,674,0.000820805,674,98.53204346,674,0.001625546,674,0.003977516,674,0.001243089,618.1599731,-0.023791656
675,0.000885193,675,0.000760354,675,98.64548492,675,0.001757374,675,0.006131041,675,0.000806276,617.9799805,-0.024407627
676,0.000896771,676,0.00070407,676,98.94580078,676,0.001973373,676,0.003145331,676,0.00071889,617.7999878,-0.024284871
677,0.000955364,677,0.000558715,677,99.15879059,677,0.002532732,677,0.00158668,677,0.000844671,617.6199951,-0.024106834
678,0.000891522,678,0.00045896,678,99.02598572,678,0.003428513,678,0.001219145,678,0.001421873,617.4400024,-0.024277007
679,0.000857819,679,0.000389828,679,98.71609497,679,0.004919602,679,0.00134663,679,0.00271769,617.2600098,-0.024414383
680,0.00077868,680,0.000347516,680,98.52938843,680,0.007875681,680,0.001741274,680,0.004213688,617.0800171,-0.024861196
681,0.000721801,681,0.000358286,681,98.59150696,681,0.01384427,681,0.002509943,681,0.003207542,616.9000244,-0.024534998
682,0.000700015,682,0.000375796,682,98.78063202,682,0.027312228,682,0.002593494,682,0.001965777,616.7200317,-0.024876004
683,0.000675156,683,0.000490927,683,98.70597076,683,0.062349696,683,0.002003406,683,0.001539641,616.539978,-0.024689285
684,0.000688315,684,0.000625435,684,98.19451904,684,0.168534502,684,0.001588869,684,0.001901013,616.3599854,-0.024969513
685,0.000779816,685,0.000797985,685,97.97515869,685,0.594860792,685,0.001379086,685,0.00286209,616.1799927,-0.024824124
